,value,value_pair,count
66,၌,ပျော်,3
67,၌,ပေါ်,3
68,၌,ဖောက်ခွဲ,3
69,၌,ယှဉ်ပြိုင်,3
70,၌,ယူ,3
71,၌,ရ,3
72,၌,ရှင်းလင်း,3
73,၌,လက်ခံ,3
74,၌,လွန်,3
75,၌,လှုပ်,3
76,၌,လိုက်နာ,3
77,၌,လိုအပ်,3
78,၌,သက်ရောက်,3
79,၌,သဘောတူ,3
80,၌,အဆုံးသတ်,3
81,၌,အနိုင်ရ,3
82,၌,ကယ်ဆယ်,2
83,၌,ကျဆင်း,2
84,၌,ကျွမ်းကျင်,2
85,၌,ကြာ,2
86,၌,ကြား,2
87,၌,ကြော်ငြာ,2
88,၌,ကူညီ,2
89,၌,ခွင့်ပြု,2
90,၌,ခွဲခြား,2
91,၌,ခွဲထွက်,2
92,၌,စံချိန်တင်,2
93,၌,စား,2
94,၌,စုဝေး,2
95,၌,စောင့်,2
96,၌,ဆွေးနွေး,2
97,၌,ဆုံးရှုံး,2
98,၌,တက်,2
99,၌,တက်ရောက်,2
100,၌,တင်ဆက်,2
101,၌,တင်သွင်း,2
102,၌,တည်ဆောက်,2
103,၌,တည်ထောင်,2
104,၌,တရားဝင်,2
105,၌,တူညီ,2
106,၌,ထင်ရှား,2
107,၌,ထိန်းချုပ်,2
108,၌,ထုတ်ပြန်,2
109,၌,ထုတ်ယူ,2
110,၌,နိုင်,2
111,၌,ပျံသန်း,2
112,၌,ပျောက်ကွယ်,2
113,၌,ပြန်ပေးဆွဲ,2
114,၌,ပြန်လာ,2
115,၌,ပြိုကျ,2
116,၌,ပြိုင်,2
117,၌,ပို့,2
118,၌,ပိုင်ဆိုင်,2
119,၌,ပေး,2
120,၌,ဖမ်းချုပ်,2
121,၌,ဖယ်ရှား,2
122,၌,ဖြေရှင်း,2
123,၌,ဖော်,2
124,၌,မျှော်မှန်း,2
125,၌,မျှော်လင့်,2
126,၌,မှတ်တမ်းတင်,2
127,၌,ယိုဖိတ်,2
128,၌,ရပ်တည်,2
129,၌,ရပ်တန့်,2
130,၌,ရွေးချယ်,2
131,၌,ရှုံးနိမ့်,2
132,၌,ရေတွက်,2
133,၌,လမ်းလျှောက်,2
134,၌,လာ,2
135,၌,လုံခြုံ,2
136,၌,လေ့လာ,2
137,၌,ဝင်ရောက်,2
138,၌,ဝန်ဆောင်,2
139,၌,သက်ဆိုင်,2
140,၌,သတ်,2
141,၌,သယ်,2
142,၌,သရေကျ,2
143,၌,သွင်း,2
144,၌,သိသာ,2
145,၌,သေ,2
146,၌,အခြေစိုက်,2
147,၌,အငြင်းပွား,2
148,၌,အသက်ရှင်,2
149,၌,အာရုံစိုက်,2
150,၌,အုပ်ချုပ်,2
151,၌,ကံကောင်း,1
152,၌,ကယ်တင်,1
153,၌,ကျဆုံး,1
154,၌,ကျန်,1
155,၌,ကျန်ရစ်,1
156,၌,ကျယ်လောင်,1
157,၌,ကျူးလွန်,1
158,၌,ကျောင်းပိတ်,1
159,၌,ကျော်စော,1
160,၌,ကြိုးကိုင်ချယ်လှယ်,1
161,၌,ကြိုက်,1
162,၌,ကြိုးဆွဲချ,1
163,၌,ကြိုးဆွဲထား,1
164,၌,ကြိုဆို,1
165,၌,ကြိုးပမ်း,1
166,၌,ကြိုးပေး,1
167,၌,ကွဲကြေ,1
168,၌,ကွဲပြား,1
169,၌,ကာကွယ်,1
170,၌,ကိုင်,1
171,၌,ကုန်ကူး,1
172,၌,ကုန်ဆုံး,1
173,၌,ကုသ,1
174,၌,ချစ်မြတ်နိုး,1
175,၌,ချန်ထား,1
176,၌,ချမှတ်,1
177,၌,ချိတ်ဆက်,1
178,၌,ချိုးဖောက်,1
179,၌,ချီးကျူး,1
180,၌,ချီးမြှင့်အပ်နှင်း,1
181,၌,ချုပ်ကိုင်,1
182,၌,ချဲ့,1
183,၌,ခွဲစိတ်,1
184,၌,ခိုး,1
185,၌,ခိုလုံ,1
186,၌,ခေါင်းဆောင်,1
187,၌,ခေါ်,1
188,၌,ဂရုမပြုမိ,1
189,၌,ဂူသွင်းမြှုပ်နှံ,1
190,၌,ငြင်းခုံ,1
191,၌,စကားပြော,1
192,၌,စစ်ဆင်,1
193,၌,စစ်ဖြစ်,1
194,၌,စည်းရုံး,1
195,၌,စွန့်ခွာ,1
196,၌,စွဲချက်တင်,1
197,၌,စာနာထောက်ထား,1
198,၌,စာရင်းသွင်း,1
199,၌,စားသုံး,1
200,၌,စိတ်ပျက်,1
201,၌,စိတ်ပါဝင်စား,1
202,၌,စိတ်ဝင်စား,1
203,၌,စီးနင်း,1
204,၌,စုစည်းနေထိုင်,1
205,၌,စုစည်းပါဝင်,1
206,၌,စုံစမ်း,1
207,၌,စုဆောင်း,1
208,၌,စုပေါင်း,1
209,၌,စုရုံး,1
210,၌,စေ့စပ်,1
211,၌,စောဒကတက်,1
212,၌,ဆံ့,1
213,၌,ဆင်ခြေပေး,1
214,၌,ဆန္ဒပြ,1
215,၌,ဆွဲကြိုးချ,1
216,၌,ဆွဲယူ,1
217,၌,ဆိုင်,1
218,၌,ဆုတောင်း,1
219,၌,ဈေးဝယ်ထွက်,1
220,၌,ဉီးဆောင်,1
221,၌,ညှင်းပန်း,1
222,၌,ညှိနှိုင်း,1
223,၌,တက်ကြွ,1
224,၌,တင်းမာ,1
225,၌,တည်,1
226,၌,တည်းခို,1
227,၌,တန်,1
228,၌,တရားစွဲ,1
229,၌,တရားစီရင်,1
230,၌,တရားမျှတ,1
231,၌,တွေ့မြင်,1
232,၌,တိတ်ဆိတ်ငြိမ်သက်,1
233,၌,တိတ်ဆိတ်စွာ,1
234,၌,တိမ်းမှောက်,1
235,၌,တိုး,1
236,၌,တိုးချဲ့,1
237,၌,တိုင်းတာ,1
238,၌,တိုးမြင့်,1
239,၌,တီးခတ်,1
240,၌,တူးဖော်,1
241,၌,တောင်းဆို,1
242,၌,တောင်းပန်,1
243,၌,တောမီးလောင်,1
244,၌,ထက်နိမ့်,1
245,၌,ထည့်သွင်း,1
246,၌,ထွက်,1
247,၌,ထွက်ခွာ,1
248,၌,ထိတွေ့,1
249,၌,ထိတ်,1
250,၌,ထိန်း,1
251,၌,ထိုးသတ်,1
252,၌,ထုတ်ပေး,1
253,၌,ထုတ်လွင့်,1
254,၌,ထုတ်လွှင့်ပြ,1
255,၌,ထုတ်ဝေ,1
256,၌,ထူးခြား,1
257,၌,ထောက်ခံ,1
258,၌,ထောက်ပံ့,1
259,၌,ထောင်ချခံ,1
260,၌,နားလည်,1
261,၌,နီးကပ်,1
262,၌,နုတ်ထွက်,1
263,၌,နေ,1
264,၌,နေကောင်း,1
265,၌,နေထိုင်ကြ,1
266,၌,နေရာချ,1
267,၌,နောက်,1
268,၌,ပင်တင်,1
269,၌,ပစ်ခတ်ခဲ့ပုံ,1
270,၌,ပစ်လွှတ်,1
271,၌,ပတ်,1
272,၌,ပံ့ပိုး,1
273,၌,ပယ်,1
274,၌,ပျက်စီး,1
275,၌,ပျံသန်းသွား,1
276,၌,ပျော်ရွှင်,1
277,၌,ပြင်ဆင်,1
278,၌,ပြည့်,1
279,၌,ပြန်,1
280,၌,ပြန့်,1
281,၌,ပြန်ကြား,1
282,၌,ပြန့်ပွား,1
283,၌,ပြန်ရောက်,1
284,၌,ပြန်အပ်,1
285,၌,ပြိုလဲ,1
286,၌,ပြီး,1
287,၌,ပြု,1
288,၌,ပြုပြင်,1
289,၌,ပြေးဆွဲ,1
290,၌,ပြောင်းလည်း,1
291,၌,ပြောင်းသုံး,1
292,၌,ပွေ့ဖက်,1
293,၌,ပါ,1
294,၌,ပိတ်ပင်,1
295,၌,ပိတ်မိ,1
296,၌,ပို့ဆောင်,1
297,၌,ပုန်းရှောင်,1
298,၌,ပူးတွဲ,1
299,၌,ပေါက်,1
300,၌,ပေါင်း,1
301,၌,ဖတ်,1
302,၌,ဖန်တီး,1
303,၌,ဖမ်းစား,1
304,၌,ဖမ်းယူ,1
305,၌,ဖယ်ရှားခံ,1
306,၌,ဖျက်,1
307,၌,ဖြစ်ဆဲ,1
308,၌,ဖြစ်ပေါ်,1
309,၌,ဖြတ်ကူး,1
310,၌,ဖြတ်တောက်,1
311,၌,ဖြန့်ချီ,1
312,၌,ဖြန့်ဝေ,1
313,၌,ဖွက်,1
314,၌,ဖွင့်လှစ်,1
315,၌,ဖုံး,1
316,၌,ဖုံးလွှမ်းသွား,1
317,၌,ဖောက်,1
318,၌,ဗုံးခွဲ,1
319,၌,ဘက်လိုက်ယိမ်း,1
320,၌,ဘေးကင်း,1
321,၌,ဘေးကပ်သင့်,1
322,၌,မတောင်းပန်,1
323,၌,မျိုးပွား,1
324,၌,မြင်,1
325,၌,မြင်ရ,1
326,၌,မြှုပ်နှံ,1
327,၌,မွေး,1
328,၌,မှားယွင်း,1
329,၌,မှီခို,1
330,၌,မှီတင်းနေထိုင်,1
331,၌,မိတ်ဆက်,1
332,၌,မီးတောက်,1
333,၌,မီးလောင်တတ်,1
334,၌,မူတည်,1
335,၌,မူမမှန်,1
336,၌,မူးယစ်,1
337,၌,မေး,1
338,၌,မေးမြန်း,1
339,၌,မောင်း,1
340,၌,မောင်းနှင်,1
341,၌,မဲ,1
342,၌,မဲ့,1
343,၌,မဲဆွယ်,1
344,၌,မဲဆွယ်လှုပ်ရှား,1
345,၌,ယှဉ်,1
346,၌,ယှဥ်ပြိုင်,1
347,၌,ရင်းနှီးမြှုပ်နှံ,1
348,၌,ရင်ဝယ်ပိုက်,1
349,၌,ရည်မှန်း,1
350,၌,ရည်ရွယ်,1
351,၌,ရနိုင်,1
352,၌,ရပ်ဆိုင်း,1
353,၌,ရွှေ့,1
354,၌,ရွှေ့ပြောင်း,1
355,၌,ရှိဆဲ,1
356,၌,ရှို့,1
357,၌,ရှုံး,1
358,၌,ရှောင်ရှား,1
359,၌,ရိုး,1
360,၌,ရိုက်ခတ်,1
361,၌,ရုံးတင်စစ်ဆေးမည်,1
362,၌,ရေး,1
363,၌,ရေကူး,1
364,၌,ရေငုပ်,1
365,၌,ရေးဆွဲ,1
366,၌,ရေးထိုး,1
367,၌,ရော,1
368,၌,ရောင်ပြန်ကွေးညွှတ်,1
369,၌,လက်ထပ်,1
370,၌,လက်မှတ်ထိုး,1
371,၌,လက်လျော့,1
372,၌,လစ်လပ်,1
373,၌,လည်ပတ်,1
374,၌,လည့်လည်,1
375,၌,လမ်းချော်,1
376,၌,လမ်းပိတ်ဆို့,1
377,၌,လျော့ကျ,1
378,၌,လွတ်လပ်,1
379,၌,လွှင့်ထူ,1
380,၌,လွှတ်တင်,1
381,၌,လွှမ်းမိုး,1
382,၌,လွှဲပြောင်း,1
383,၌,လွှဲအပ်,1
384,၌,လှုပ်ရှား,1
385,၌,လှူဒါန်း,1
386,၌,လို,1
387,၌,လိုက်,1
388,၌,လုယက်,1
389,၌,လုံလောက်,1
390,၌,လေ့ကျင့်,1
391,၌,လေးစား,1
392,၌,လဲ,1
393,၌,လဲလှယ်,1
394,၌,ဝင်,1
395,၌,ဝင်ခွင့်ပြု,1
396,၌,ဝေဖန်,1
397,၌,ဝေဖန်ဆွေးနွေး,1
398,၌,ဝေမျှ,1
399,၌,သတိပေး,1
400,၌,သတ်မှတ်,1
401,၌,သာ,1
402,၌,သာယာ,1
403,၌,သာလွန်,1
404,၌,သိရှိ,1
405,၌,သိသာထင်ရှား,1
406,၌,သို,1
407,၌,သုံးစွဲ,1
408,၌,သေကြောင်းကြံ,1
409,၌,သေဆုံးသွား,1
410,၌,သောင်းကျန်း,1
411,၌,ဟောပြော,1
412,၌,အကျဉ်းချုံး,1
413,၌,အကြမ်းဖက်,1
414,၌,အချက်ပြ,1
415,၌,အခြေပြု,1
416,၌,အဆိပ်ရှိ,1
417,၌,အဆုံးစီရင်,1
418,၌,အဆုံးသက်,1
419,၌,အတည်ပြု,1
420,၌,အထူးတီထွင်,1
421,၌,အနည်းငယ်,1
422,၌,အနားယူ,1
423,၌,အပန်းဖြေ,1
424,၌,အပြီးသတ်,1
425,၌,အမဲလိုက်,1
426,၌,အယူခံဝင်,1
427,၌,အယူသည်း,1
428,၌,အရေးကြီး,1
429,၌,အရေးမထားလောက်,1
430,၌,အလွဲသုံးစားလုပ်,1
431,၌,အလုပ်ဖြုတ်,1
432,၌,အလုပ်လုပ်ကြ,1
433,၌,အလုပ်ဝင်,1
434,၌,အသက်ဝင်,1
435,၌,အံ့ဩ,1
436,၌,အာဏာသိမ်း,1
437,၌,အိတ်ဖွင့်,1
438,၌,အိပ်စက်,1
439,၌,ဩဘာပေး,1
