,value,value_pair,count
73,၌,ဘရာဇီး,3
74,၌,မနက်,3
75,၌,မနက်ပိုင်း,3
76,၌,မိုင်,3
77,၌,ရပ်ကွက်,3
78,၌,သစ်တော,3
79,၌,အကြား,3
80,၌,အခမ်းအနား,3
81,၌,အင်တာဗျူး,3
82,၌,အနီး,3
83,၌,အနီးအနား,3
84,၌,အရွယ်,3
85,၌,အာဖဂန်နစ္စတန်,3
86,၌,ကနဦး,2
87,၌,ကျန်းမာရေး,2
88,၌,ကား,2
89,၌,ကိုယ်စားလှယ်,2
90,၌,ကောင်းကင်,2
91,၌,ဂျပန်,2
92,၌,စကော့တလန်,2
93,၌,စီမံကိန်း,2
94,၌,တစ်ဝန်း,2
95,၌,တောင်ပိုင်း,2
96,၌,နံနက်,2
97,၌,နယ်ပယ်,2
98,၌,နယ်မြေ,2
99,၌,နိုဝင်ဘာ,2
100,၌,နေ့ရက်,2
101,၌,နောက်ကွယ်,2
102,၌,ပင်လယ်,2
103,၌,ပင်လယ်ပြင်,2
104,၌,ပထမပိုင်း,2
105,၌,ပန်းခြံ,2
106,၌,ပွဲစဉ်,2
107,၌,ပေ,2
108,၌,ဖြစ်စဉ်,2
109,၌,ဗလီ,2
110,၌,ဘုရားကျောင်း,2
111,၌,မှတ်တမ်း,2
112,၌,မုန်တိုင်း,2
113,၌,ယခု,2
114,၌,ရွေးကောက်ပွဲ,2
115,၌,ရှေ့,2
116,၌,ရုပ်မြင်သံကြား,2
117,၌,ရဲတိုက်,2
118,၌,လက်,2
119,၌,လမ်းဆုံ,2
120,၌,လုပ်ငန်းခွင်,2
121,၌,လုပ်ငန်းစဉ်,2
122,၌,လူဇင်ဘတ်,2
123,၌,လူမျိုး,2
124,၌,လေယာဉ်,2
125,၌,သတင်း,2
126,၌,သတ္တုတွင်း,2
127,၌,သမိုင်း,2
128,၌,သီတင်းပတ်,2
129,၌,ဟိုနိုလုလု,2
130,၌,အကျဉ်းထောင်,2
131,၌,အချက်,2
132,၌,အခါ,2
133,၌,အင်္ဂလန်,2
134,၌,အဆောက်အဦး,2
135,၌,အနည်းငယ်,2
136,၌,အဘူဒါဘီ,2
137,၌,အမှတ်,2
138,၌,အမိန့်,2
139,၌,အလယ်ပိုင်း,2
140,၌,အလို,2
141,၌,အိုလံပစ်,2
142,၌,အီရန်,2
143,၌,ကစားပွဲ,1
144,၌,ကဇာတ်ရုံ,1
145,၌,ကဏ္ဍ,1
146,၌,ကတိ,1
147,၌,ကန်,1
148,၌,ကန်ဘာရာ,1
149,၌,ကမ္ဘာ,1
150,၌,ကမ္ဘာလုံး,1
151,၌,ကမ်းခြေ,1
152,၌,ကမ်းဘရီးရာ,1
153,၌,ကမ်းရိုးတန်း,1
154,၌,ကယ်လီဖိုးနီးယား,1
155,၌,ကျေးရွာ,1
156,၌,ကရကတ်,1
157,၌,ကရိယာ,1
158,၌,ကြိမ်နှုန်း,1
159,၌,ကလီစာ,1
160,၌,ကွင်းစလန်,1
161,၌,ကွန်ဂရက်,1
162,၌,ကွိုင်းလင်း,1
163,၌,ကာကွယ်ရေး,1
164,၌,ကားမောင်းပြိုင်ပွဲ,1
165,၌,ကာရေဘီယံ,1
166,၌,ကိစ္စ,1
167,၌,ကိုရီးယား,1
168,၌,ကိုလံဘီယာ,1
169,၌,ကိုလိုရာဒို,1
170,၌,ကုန်ကျငွေ,1
171,၌,ကုလသမဂ္ဂ,1
172,၌,ကူညီရာ,1
173,၌,ကောင်စီ,1
174,၌,ကောင်တီ,1
175,၌,ကော့ဒ်,1
176,၌,ကောလိပ်,1
177,၌,ကော်မတီ,1
178,၌,ကော်လံ,1
179,၌,ခံတပ်,1
180,၌,ခန္ဓာကိုယ်တွင်း,1
181,၌,ခန့်မှန်းချေ,1
182,၌,ချန်ပီယံရှစ်,1
183,၌,ချိုင့်ဝှမ်း,1
184,၌,ချီတက်ပွဲ,1
185,၌,ခရီးစဥ်,1
186,၌,ခြံဝင်း,1
187,၌,ခြေရင်း,1
188,၌,ခွင့်,1
189,၌,ခုနစ်,1
190,၌,ခေါင်းစဉ်,1
191,၌,ဂျနဲရိုး,1
192,၌,ဂျာမနီ,1
193,၌,ဂျီနီဗာ,1
194,၌,ဂျီအမ်တီ,1
195,၌,ဂါဇာ,1
196,၌,စစ်ပွဲ,1
197,၌,စစ်မြေပြင်,1
198,၌,စနစ်,1
199,၌,စန်တာ,1
200,၌,စပိန်,1
201,၌,စွမ်းရည်,1
202,၌,စားချိန်,1
203,၌,စားပွဲ,1
204,၌,စာရင်း,1
205,၌,စာရေးနေချိန်,1
206,၌,စိုက်ပျိုးရေး,1
207,၌,စီ,1
208,၌,စီးပွားရေး,1
209,၌,စီအန်အီးဒီ,1
210,၌,ဆန္ဒ,1
211,၌,ဆပ်ဖိခ်,1
212,၌,ဆယ်စုနှစ်,1
213,၌,ဆွင်ဒန်,1
214,၌,ဆာဗီးရား,1
215,၌,ဆာရာဘာရာ,1
216,၌,ဆိပ်ကမ်း,1
217,၌,ဆိုင်,1
218,၌,ဆိုင်ရာ,1
219,၌,ဆိုမာလီယာ,1
220,၌,ဆေးခန်း,1
221,၌,ဆောင်ဒီ,1
222,၌,ဆောင်းပါး,1
223,၌,ဆောင်ရွက်ရာ,1
224,၌,ဈေး,1
225,၌,ဈေးကွက်,1
226,၌,ညနေ,1
227,၌,ညနေပိုင်း,1
228,၌,ညဘက်,1
229,၌,ဌာနချုပ်,1
230,၌,တစ်ကိုယ်တော်,1
231,၌,တစ်ချိန်ချိန်,1
232,၌,တစ်စိတ်တစ်ပိုင်း,1
233,၌,တစ်လျှောက်,1
234,၌,တစ်သက်တာ,1
235,၌,တံတားတိုင်,1
236,၌,တံတိုင်း,1
237,၌,တပ်,1
238,၌,တဘက်,1
239,၌,တရားခွင်,1
240,၌,တရားရုံးချုပ်,1
241,၌,တရုတ်,1
242,၌,တွင်း,1
243,၌,တွန်းအား,1
244,၌,တာဗက်တာ,1
245,၌,တိန်းရှီးဖူး,1
246,၌,တိရစ္ဆာန်ရုံ,1
247,၌,တိုက်ခန်း,1
248,၌,တိုက်ပွဲ,1
249,၌,တိုင်းစ်,1
250,၌,တိုင်းပြည်,1
251,၌,တိုင်းယားလက်စ်,1
252,၌,တိုရန်းတိုး,1
253,၌,တောင်ကျချောင်း,1
254,၌,တောင်ကာရိုလိုင်းနား,1
255,၌,တောင်ဘက်,1
256,၌,တောင်ဘက်စွန်း,1
257,၌,တောအုပ်,1
258,၌,တော်တို,1
259,၌,ထရက်ဖို့,1
260,၌,ထရုခ်မင်နစ္စတန်,1
261,၌,ထိပ်,1
262,၌,ဒင်နုဘာ,1
263,၌,ဒဏ်ရာ,1
264,၌,ဒယ်ဟီ,1
265,၌,ဒီကေချာ,1
266,၌,ဒီဂို,1
267,၌,ဒီလေး,1
268,၌,ဒုတိယပိုင်း,1
269,၌,ဓာတ်ခွဲခန်း,1
270,၌,ဓာတ်ပုံ,1
271,၌,နည်း,1
272,၌,နံနက်ပိုင်း,1
273,၌,နန်ဂန်,1
274,၌,နယူး,1
275,၌,နယူးဇီလန်,1
276,၌,နယ်နိမိတ်,1
277,၌,နံရံ,1
278,၌,နှစ်ဖက်,1
279,၌,နှုတ်ခမ်း,1
280,၌,နှုန်း,1
281,၌,နှောင်းပိုင်း,1
282,၌,နာဆာ,1
283,၌,နိုက်ကလပ်,1
284,၌,နိုင်ငံရေး,1
285,၌,နိုဗက်ခ်,1
286,၌,နီယွန်,1
287,၌,နေတိုး,1
288,၌,နော့တင်ဟမ်,1
289,၌,ပညာရေး,1
290,၌,ပဋိပက္ခ,1
291,၌,ပဏာမ,1
292,၌,ပတ္တာနာ,1
293,၌,ပရင့်စက်,1
294,၌,ပြင်သစ်,1
295,၌,ပြည်တွင်း,1
296,၌,ပြန်ကစားပွဲ,1
297,၌,ပြပွဲ,1
298,၌,ပြီးပြီးချင်း,1
299,၌,ပြေးလမ်း,1
300,၌,ပြောစကား,1
301,၌,ပါပီဂန်,1
302,၌,ပါရာလမ်ပစ်,1
303,၌,ပို့ကုန်ငွေ,1
304,၌,ပို့စ်,1
305,၌,ပီဘာရာ,1
306,၌,ပုံစံ,1
307,၌,ဖန်သားပြင်,1
308,၌,ဖြစ်ပွားချိန်,1
309,၌,ဖြစ်ရပ်,1
310,၌,ဖြည့်ရုံ,1
311,၌,ဖိုချာဘားစ်,1
312,၌,ဖီလာဒဲဖီးယား,1
313,၌,ဗျူရို,1
314,၌,ဗြိတိန်,1
315,၌,ဗာစ်ဟဲမ်,1
316,၌,ဗိုလ်လုပွဲ,1
317,၌,ဘဂ္ဂဒက်,1
318,၌,ဘန်ကောက်,1
319,၌,ဘန်ဒက်စ်ရက်,1
320,၌,ဘန်ဒါဘက်,1
321,၌,ဘရောင်းဆန်ဒါ,1
322,၌,ဘလောခ့်,1
323,၌,ဘား,1
324,၌,ဘာလင်,1
325,၌,ဘာသာပြန်,1
326,၌,ဘိုင်းရို့,1
327,၌,ဘီအက်စ်တီ,1
328,၌,ဘုတ်ပြား,1
329,၌,ဘူခရက်,1
330,၌,ဘူတာ,1
331,၌,ဘေး,1
332,၌,ဘေဂျင်း,1
333,၌,ဘဲ,1
334,၌,ဘဲလ်ဖတ်,1
335,၌,ဘဲလ်ဖာ့စ်,1
336,၌,မက်စတွတ်,1
337,၌,မက်ထရိုဒုန်း,1
338,၌,မက်ဒရစ်,1
339,၌,မနက်ဖြန်,1
340,၌,မန်ဒိုရာ,1
341,၌,မြှင့်တင်ရေး,1
342,၌,မြေပြင်,1
343,၌,မွန်းလွဲပိုင်း,1
344,၌,မွိုင်းစ်,1
345,၌,မှတ်,1
346,၌,မှတ်တမ်းလွှာ,1
347,၌,မှတ်တိုင်,1
348,၌,မာစင်စစ်,1
349,၌,မာပါ,1
350,၌,မိန့်ခွန်း,1
351,၌,မိုင်းတွင်း,1
352,၌,မီး,1
353,၌,မီရဇ,1
354,၌,မေးခွန်း,1
355,၌,မေးမြန်းခန်း,1
356,၌,မော့ဂါဒိရှူး,1
357,၌,မော်စကို,1
358,၌,မော်တော်ဆိုင်ကယ်,1
359,၌,မဲရုံ,1
360,၌,မဲလ်ဘုန်း,1
361,၌,ယူအက်စ်ဒီအေ,1
362,၌,ယော့ရကာတာ,1
363,၌,ရက်နေ့,1
364,၌,ရင်ပြင်,1
365,၌,ရထားတွဲ,1
366,၌,ရန်ပုံငွေ,1
367,၌,ရပ်စီကိုးစ်,1
368,၌,ရဝေး,1
369,၌,ရွာ,1
370,၌,ရဟတ်ယာဉ်,1
371,၌,ရှေ့မှောက်,1
372,၌,ရာစုနှစ်,1
373,၌,ရာထူး,1
374,၌,ရာသီ,1
375,၌,ရာသီဥတု,1
376,၌,ရိပ်သာ,1
377,၌,ရုံး,1
378,၌,ရုံးတက်ရုံးဆင်းချိန်,1
379,၌,ရုရှား,1
380,၌,ရေကန်,1
381,၌,ရေတပ်,1
382,၌,ရောဂါ,1
383,၌,ရောမ,1
384,၌,လက်ကြား,1
385,၌,လက်ဘနွန်,1
386,၌,လက်မောင်း,1
387,၌,လမုတော,1
388,၌,လမ်း,1
389,၌,လမ်းခရီး,1
390,၌,လမ်းခွဲ,1
391,၌,လမ်းပေါ်,1
392,၌,လမ်းဘေး,1
393,၌,လယ်ကောင်,1
394,၌,လျှပ်စစ်,1
395,၌,လိမ်း,1
396,၌,လိုင်း,1
397,၌,လူကာစ,1
398,၌,လူနာ,1
399,၌,လူးဝက်စ်,1
400,၌,လူးဝစ်,1
401,၌,လူဦးရေ,1
402,၌,ဝက်ဆိုဒ်,1
403,၌,ဝင်ပေါက်,1
404,၌,ဝယ်လို,1
405,၌,ဝိညာဉ်,1
406,၌,ဝေးနီး,1
407,၌,ဝေမျှရေး,1
408,၌,သက်သေ,1
409,၌,သချိုင်းဂူ,1
410,၌,သင်ကြားရေး,1
411,၌,သင်္ကေတ,1
412,၌,သင်္ဘော,1
413,၌,သတင်းစာ,1
414,၌,သတ်မှတ်ချက်,1
415,၌,သပိတ်,1
416,၌,သံရုံး,1
417,၌,သြစတြေးလျ,1
418,၌,သေဆုံးချိန်,1
419,၌,သေဆုံးခဲ့ချိန်,1
420,၌,သေနတ်,1
421,၌,သောင်,1
422,၌,သောမက်စ်,1
423,၌,ဟန်ဂါရရင်း,1
424,၌,ဟာရဲ,1
425,၌,ဟောက်စ်,1
426,၌,အကျဥ်းထောင်,1
427,၌,အကြောင်းအရာ,1
428,၌,အကွာ,1
429,၌,အကွာအဝေး,1
430,၌,အကာ,1
431,၌,အကူ,1
432,၌,အခက်အခဲ,1
433,၌,အခန်း,1
434,၌,အချက်အလက်,1
435,၌,အချိန်တိုင်း,1
436,၌,အချေအတင်ပြောပွဲ,1
437,၌,အခြအနေ,1
438,၌,အခြား,1
439,၌,အခြားနေရာ,1
440,၌,အစည်းအဝေးပွဲ,1
441,၌,အစိတ်အပိုင်း,1
442,၌,အစိုးရ,1
443,၌,အဆို,1
444,၌,အဆောက်အဉီး,1
445,၌,အဆောက်အအုံ,1
446,၌,အတွင်းပိုင်း,1
447,၌,အတိတ်,1
448,၌,အထဲ,1
449,၌,အဓိကရုဏ်း,1
450,၌,အနှံ့အပြား,1
451,၌,အနေအထား,1
452,၌,အနောက်ပိုင်း,1
453,၌,အန္တရာယ်,1
454,၌,အန္တာတိက,1
455,၌,အန်ဇက်အက်စ်တီ,1
456,၌,အန်တရင်း,1
457,၌,အန်ဝိုင်အက်အီး,1
458,၌,အပြီး,1
459,၌,အပူချိန်,1
460,၌,အဖြစ်အပျက်,1
461,၌,အဖွဲ့,1
462,၌,အဖွဲ့ဝင်,1
463,၌,အမျိုးမျိုး,1
464,၌,အမျိုးအစား,1
465,၌,အမြင့်,1
466,၌,အမေရိက,1
467,၌,အယ်လ်-ရှိခ်,1
468,၌,အယ်အေ-ရုပ်သံ,1
469,၌,အရပ်,1
470,၌,အရှေ့ပိုင်း,1
471,၌,အရှေ့မြောက်ပိုင်း,1
472,၌,အရိုးစု,1
473,၌,အရုဏ်တက်ချိန်,1
474,၌,အရေအတွက်,1
475,၌,အလယ်,1
476,၌,အလှူရှင်,1
477,၌,အွန်လိုင်း,1
478,၌,အသက်,1
479,၌,အသင်းတော်,1
480,၌,အသင်းတော်ပွဲ,1
481,၌,အသုဘ,1
482,၌,အားကစား,1
483,၌,အာကာသ,1
484,၌,အားစားကွင်း,1
485,၌,အာဇာနည်,1
486,၌,အာဏာ,1
487,၌,အာဖရိက,1
488,၌,အာရုံ,1
489,၌,အိန္ဒိယ,1
490,၌,အိပ်ဆောင်ခန်းမ,1
491,၌,အိမ်တော်,1
492,၌,အိုင်တီဗွီ,1
493,၌,အိုဘယ်လ်,1
494,၌,အီးယူရိုဗစ်ရှင်,1
495,၌,အီးအက်စ်တီ,1
496,၌,အေ,1
497,၌,အေကေပီ,1
498,၌,အေအိုင်အက်စ်,1
499,၌,အေအီးအက်စ်တီ,1
500,၌,အောက်ခြေ,1
501,၌,အောက်တိုဘာ,1
502,၌,အော်စတင်,1
503,၌,အော်ရီဂွန်,1
504,၌,ဥပဒေ,1
505,၌,ဥမင်,1
506,၌,ဥရောပ,1
507,၌,ဦးဏှောက်,1
508,၌,ဦးနှောက်,1
509,၌,ဩစတြေးလျ,1
