,value,value_pair,count
582,တွင်,စနစ်,18
583,တွင်,မိန့်ခွန်း,18
584,တွင်,သြစတြေးလျ,18
585,တွင်,အဖွဲ့အစည်း,18
586,တွင်,အသင်း,18
587,တွင်,ဌာန,17
588,တွင်,နှောင်းပိုင်း,17
589,တွင်,ပတ်ဝန်းကျင်,17
590,တွင်,ရုံး,17
591,တွင်,သတင်းစာ,17
592,တွင်,အဆုံး,17
593,တွင်,အနည်းငယ်,17
594,တွင်,အမေရိကန်,17
595,တွင်,ကမ္ဘာ,16
596,တွင်,ကီလိုမီတာ,16
597,တွင်,ခရိုင်,16
598,တွင်,တရား,16
599,တွင်,ယူတီစီ,16
600,တွင်,လန်ဒန်,16
601,တွင်,လွှတ်တော်,16
602,တွင်,အပတ်,16
603,တွင်,အများအပြား,16
604,တွင်,စစ်ပွဲ,15
605,တွင်,ဆိုင်ရာ,15
606,တွင်,ဗုံး,15
607,တွင်,မနက်,14
608,တွင်,လမ်း,14
609,တွင်,ဝက်ဘ်ဆိုက်,14
610,တွင်,သီတင်းပတ်,14
611,တွင်,အင်တာဗျူး,14
612,တွင်,အလုပ်,14
613,တွင်,ကဏ္ဍ,13
614,တွင်,ကွင်း,13
615,တွင်,တောင်ပိုင်း,13
616,တွင်,ပြပွဲ,13
617,တွင်,ဘေး,13
618,တွင်,ရှေ့,13
619,တွင်,ရုံ,13
620,တွင်,လေဆိပ်,13
621,တွင်,အကွာ,13
622,တွင်,အထဲ,13
623,တွင်,အဖြစ်,13
624,တွင်,ဧရိယာ,13
625,တွင်,စင်တာ,12
626,တွင်,စာမျက်နှာ,12
627,တွင်,ဈေးကွက်,12
628,တွင်,တက္ကသိုလ်,12
629,တွင်,နယူးဇီလန်,12
630,တွင်,နောက်ကွယ်,12
631,တွင်,ပန်းခြံ,12
632,တွင်,ပုံစံ,12
633,တွင်,ရုပ်မြင်သံကြား,12
634,တွင်,လုပ်ငန်းစဉ်,12
635,တွင်,အစိတ်အပိုင်း,12
636,တွင်,အဖြစ်အပျက်,12
637,တွင်,အရွယ်,12
638,တွင်,ဘက်,11
639,တွင်,မိုင်,11
640,တွင်,မီဒီယာ,11
641,တွင်,လမ်းကြောင်း,11
642,တွင်,အကျဉ်းထောင်,11
643,တွင်,အစ,11
644,တွင်,အစိုးရ,11
645,တွင်,အဆို,11
646,တွင်,ကြော်ငြာ,10
647,တွင်,ခရီးစဉ်,10
648,တွင်,ဂျာနယ်,10
649,တွင်,စက်တင်ဘာ,10
650,တွင်,စီမံကိန်း,10
651,တွင်,ဆိပ်ကမ်း,10
652,တွင်,ဒီဇင်ဘာ,10
653,တွင်,နေအိမ်,10
654,တွင်,ပြင်ပ,10
655,တွင်,ဘဝ,10
656,တွင်,မူဝါဒ,10
657,တွင်,မဲဆန္ဒနယ်,10
658,တွင်,ရလဒ်,10
659,တွင်,ရာခိုင်နှုန်း,10
660,တွင်,ဝက်ဆိုဒ်,10
661,တွင်,အခန်း,10
662,တွင်,အရာ,10
663,တွင်,အလယ်ပိုင်း,10
664,တွင်,အသက်,10
665,တွင်,အာဖဂန်နစ္စတန်,10
666,တွင်,အာဖရိက,10
667,တွင်,အုပ်စု,10
668,တွင်,ကမ်းခြေ,9
669,တွင်,ကျွန်း,9
670,တွင်,စာအုပ်,9
671,တွင်,ဆောင်းပါး,9
672,တွင်,တိုင်းပြည်,9
673,တွင်,ထောင်,9
674,တွင်,နိုင်ငံရေး,9
675,တွင်,နောင်,9
676,တွင်,ပွဲတော်,9
677,တွင်,ပါလီမန်,9
678,တွင်,ဖြစ်စဉ်,9
679,တွင်,ဗွီဒီယို,9
680,တွင်,လိုင်း,9
681,တွင်,လေကြောင်း,9
682,တွင်,အစပိုင်း,9
683,တွင်,အနီးအနား,9
684,တွင်,ကမ်းရိုးတန်း,8
685,တွင်,ကောင်စီ,8
686,တွင်,ဂျီအမ်တီ,8
687,တွင်,စံတော်ချိန်,8
688,တွင်,ဆိုင်,8
689,တွင်,တရုတ်,8
690,တွင်,တိုက်ပွဲ,8
691,တွင်,ပါတီ,8
692,တွင်,ဖလား,8
693,တွင်,ဗြိတိန်,8
694,တွင်,ဘုရားကျောင်း,8
695,တွင်,မေးခွန်း,8
696,တွင်,ရေ,8
697,တွင်,ဟိုတယ်,8
698,တွင်,အခါ,8
699,တွင်,အတောအတွင်း,8
700,တွင်,အရေအတွက်,8
701,တွင်,ဥရောပ,8
702,တွင်,ကယ်လီဖိုးနီးယား,7
703,တွင်,စရိတ်,7
704,တွင်,စာတမ်း,7
705,တွင်,ဆန္ဒခံယူပွဲ,7
706,တွင်,ဆီးရီးယား,7
707,တွင်,ဇယား,7
708,တွင်,ညနေ,7
709,တွင်,တပ်ဖွဲ့,7
710,တွင်,ထိုင်ဝမ်,7
711,တွင်,ဒုတိယပိုင်း,7
712,တွင်,နယူးယောက်,7
713,တွင်,ပြင်သစ်,7
714,တွင်,မေးမြန်းခန်း,7
715,တွင်,ရုပ်ရှင်,7
716,တွင်,လက်အောက်,7
717,တွင်,ဝက်ဘ်ဆိုဒ်,7
718,တွင်,သင်တန်း,7
719,တွင်,သတ္တုတွင်း,7
720,တွင်,အကြိမ်,7
721,တွင်,အကွာအဝေး,7
722,တွင်,အဆောက်အဦး,7
723,တွင်,အနောက်ဘက်,7
724,တွင်,အန္တရာယ်,7
725,တွင်,အပြင်,7
726,တွင်,အလယ်,7
727,တွင်,အွန်လိုင်း,7
728,တွင်,အားကစား,7
729,တွင်,ဩစတြေးလျ,7
730,တွင်,ကစားပွဲ,6
731,တွင်,ကိစ္စရပ်,6
732,တွင်,ခုနစ်,6
733,တွင်,ငလျင်,6
734,တွင်,စကော့တလန်,6
735,တွင်,စက်ရုံ,6
736,တွင်,စစ်တမ်း,6
737,တွင်,စျေးကွက်,6
738,တွင်,ဇင်ဘာဘွေ,6
739,တွင်,ဇန်နဝါရီ,6
740,တွင်,ဈေးနှုန်း,6
741,တွင်,တစ်ဝှမ်း,6
742,တွင်,တာဝန်,6
743,တွင်,နည်းလမ်း,6
744,တွင်,နေ့လည်,6
745,တွင်,နေ့လည်ပိုင်း,6
746,တွင်,ပထမပိုင်း,6
747,တွင်,ပြေးလမ်း,6
748,တွင်,ပွဲစဥ်,6
749,တွင်,ပါကစ္စတန်,6
750,တွင်,ဖိုင်နယ်,6
751,တွင်,ဗိုလ်လုပွဲ,6
752,တွင်,ဘဂ္ဂဒက်,6
753,တွင်,ဘဏ်,6
754,တွင်,မဂ္ဂဇင်း,6
755,တွင်,မနက်ပိုင်း,6
756,တွင်,မြေပြင်,6
757,တွင်,မြောက်ပိုင်း,6
758,တွင်,ယာဉ်,6
759,တွင်,ရက်သတ္တပတ်,6
760,တွင်,လက်,6
761,တွင်,လက်နက်,6
762,တွင်,လူသား,6
763,တွင်,အကြောင်း,6
764,တွင်,အဆောက်အအုံ,6
765,တွင်,အနေအထား,6
766,တွင်,အမေရိက,6
767,တွင်,အရပ်,6
768,တွင်,အိန္ဒိယ,6
769,တွင်,ကင်းဒမ်း,5
770,တွင်,ကနေဒါ,5
771,တွင်,ကွန်ရက်,5
772,တွင်,ကား,5
773,တွင်,ကော်မတီ,5
774,တွင်,ချန်ပီယံရှစ်,5
775,တွင်,ခြေထောက်,5
776,တွင်,ခေတ်,5
777,တွင်,ဂျပန်,5
778,တွင်,ဂျာမနီ,5
779,တွင်,ငွေကြေး,5
780,တွင်,စည်းကမ်း,5
781,တွင်,စတိုးဆိုင်,5
782,တွင်,စာချုပ်,5
783,တွင်,စာစောင်,5
784,တွင်,စာရွက်စာတမ်း,5
785,တွင်,ဆယ်စုနှစ်,5
786,တွင်,ဆူဒန်,5
787,တွင်,ဆေးခန်း,5
788,တွင်,ဇုန်,5
789,တွင်,ဇူလိုင်,5
790,တွင်,တစ်ဝိုက်,5
791,တွင်,တီမော,5
792,တွင်,ထိပ်,5
793,တွင်,ထောင့်,5
794,တွင်,ဒီစီ,5
795,တွင်,ဒေသတွင်း,5
796,တွင်,နည်းပညာ,5
797,တွင်,နယ်,5
798,တွင်,နှုန်း,5
799,တွင်,ပင်လယ်,5
800,တွင်,ပင်လယ်ကွေ့,5
801,တွင်,ပို့စ်,5
802,တွင်,ပုံ,5
803,တွင်,ပေ,5
804,တွင်,ဗီဒီယို,5
805,တွင်,မနက်ဖြန်,5
806,တွင်,မွန်ထရီရယ်,5
807,တွင်,မီး,5
808,တွင်,မုန်တိုင်း,5
809,တွင်,မူကြမ်း,5
810,တွင်,မော်စကို,5
811,တွင်,မဲ,5
812,တွင်,ယူကေ,5
813,တွင်,ရောဂါ,5
814,တွင်,လှေ,5
815,တွင်,လုံး,5
816,တွင်,ဝါဒ,5
817,တွင်,သေနတ်,5
818,တွင်,အခင်း,5
819,တွင်,အချက်အလက်,5
820,တွင်,အင်တာနက်,5
821,တွင်,အင်္ဂလန်,5
822,တွင်,အတန်း,5
823,တွင်,အတိတ်,5
824,တွင်,အထက်,5
825,တွင်,အမျိုးအစား,5
826,တွင်,အယောက်,5
827,တွင်,အရင်းအမြစ်,5
828,တွင်,အရှေ့,5
829,တွင်,အလှည့်,5
830,တွင်,အလို,5
831,တွင်,အသုံးစရိတ်,5
832,တွင်,အာကာသ,5
833,တွင်,အာဖကန်နစ္စတန်,5
834,တွင်,ဦးနှောက်,5
835,တွင်,ကစားကွင်း,4
836,တွင်,ကန်,4
837,တွင်,ကမ်းမြောင်ဒေသ,4
838,တွင်,ကာနယ်,4
839,တွင်,ကိုယ်စားလှယ်,4
840,တွင်,ကိုရီးယား,4
841,တွင်,ကုမ္ပဏီ,4
842,တွင်,ကော်မရှင်,4
843,တွင်,ခန်း,4
844,တွင်,ခန်းမ,4
845,တွင်,ခရီး,4
846,တွင်,ခေါင်းကြီးပိုင်း,4
847,တွင်,ခေါင်းစဉ်,4
848,တွင်,စက္ကန့်,4
849,တွင်,စစ်တပ်,4
850,တွင်,စတင်ချိန်,4
851,တွင်,စပိန်,4
852,တွင်,စီ,4
853,တွင်,ဆင်ခြေဖုံး,4
854,တွင်,ဆစ်ဒနီ,4
855,တွင်,ဆန္ဒ,4
856,တွင်,ဆု,4
857,တွင်,ဇာတ်ကား,4
858,တွင်,တစ်ချိန်ချိန်,4
859,တွင်,တပတ်,4
860,တွင်,တရားခွင်,4
861,တွင်,တောင်ဘက်,4
862,တွင်,နည်း,4
863,တွင်,နံနက်ပိုင်း,4
864,တွင်,နယ်နိမိတ်,4
865,တွင်,နှစ်ပေါင်း,4
866,တွင်,နိုင်ခြေ,4
867,တွင်,နေရာတိုင်း,4
868,တွင်,ပဋိပက္ခ,4
869,တွင်,ပတ်လမ်း,4
870,တွင်,ပြည်ပ,4
871,တွင်,ပြတိုက်,4
872,တွင်,ပိတ်ရက်,4
873,တွင်,ပီအမ်,4
874,တွင်,မနက်ခင်း,4
875,တွင်,မျိုး,4
876,တွင်,မြို့နယ်,4
877,တွင်,မြေပုံ,4
878,တွင်,မြောက်ဘက်,4
879,တွင်,မှတ်,4
880,တွင်,မိသားစု,4
881,တွင်,မီတာ,4
882,တွင်,မေ,4
883,တွင်,ရပ်ကွက်,4
884,တွင်,ရွာ,4
885,တွင်,ရိုမေးနီးယား,4
886,တွင်,လက်တွေ့,4
887,တွင်,လက်ထက်,4
888,တွင်,လမ်းမ,4
889,တွင်,လမ်းမကြီး,4
890,တွင်,လိပ်စာ,4
891,တွင်,လုပ်ငန်းခွင်,4
892,တွင်,လုပ်ရပ်,4
893,တွင်,လောင်စာ,4
894,တွင်,ဝါရှင်တန်,4
895,တွင်,ဝီကီပီးဒီးယား,4
896,တွင်,သင်း,4
897,တွင်,သင်္ဘော,4
898,တွင်,သမိုင်းကြောင်း,4
899,တွင်,သမ္မတ,4
900,တွင်,သုတေသန,4
901,တွင်,အကျိုး,4
902,တွင်,အကျော့,4
903,တွင်,အကျော်,4
904,တွင်,အကြောင်းအရာ,4
905,တွင်,အကုန်,4
906,တွင်,အကူအညီ,4
907,တွင်,အကောင့်,4
908,တွင်,အချီ,4
909,တွင်,အစ္စရေး,4
910,တွင်,အထောက်အထား,4
911,တွင်,အနှံ့အပြား,4
912,တွင်,အနောက်ပိုင်း,4
913,တွင်,အရှေ့ပိုင်း,4
914,တွင်,အရာရှိ,4
915,တွင်,အာရှ,4
916,တွင်,အီးမေးလ်,4
917,တွင်,အီရန်,4
918,တွင်,အောက်တိုဘာ,4
919,တွင်,ကျန်းမာရေး,3
920,တွင်,ကျွန်းစု,3
921,တွင်,ကျောင်းသား,3
922,တွင်,ကြွက်,3
923,တွင်,ကွန်ပျူတာ,3
924,တွင်,ကာတာ,3
925,တွင်,ကိုလံဘီယာ,3
926,တွင်,ကုန်သွယ်ရေး,3
927,တွင်,ကုလားထိုင်,3
928,တွင်,ကောင်တီ,3
929,တွင်,ချန်ပီယံ,3
930,တွင်,ခရီးစဥ်,3
931,တွင်,ခုံရုံး,3
932,တွင်,ဂါဇာ,3
933,တွင်,ငြိမ်းချမ်းရေး,3
934,တွင်,ငှက်,3
935,တွင်,စက်,3
936,တွင်,စံချိန်,3
937,တွင်,စစ်,3
938,တွင်,စစ်ဆေးရေး,3
939,တွင်,စွမ်းအင်,3
940,တွင်,စွဲချက်,3
941,တွင်,စိုက်ပျိုးရေး,3
942,တွင်,စီးပွားရေး,3
943,တွင်,စီးရီး,3
944,တွင်,စု,3
945,တွင်,ဆိုက်,3
946,တွင်,ဆေးဝါး,3
947,တွင်,ဇာတ်ရုံ,3
948,တွင်,ဇာတ်လမ်း,3
949,တွင်,ဈေး,3
950,တွင်,ညနေခင်း,3
951,တွင်,ညနေပိုင်း,3
952,တွင်,ဌာနခွဲ,3
953,တွင်,တက္ကစီ,3
954,တွင်,တစ်ဝန်း,3
955,တွင်,တနင်္ဂနွေ,3
956,တွင်,တန်ဖိုး,3
957,တွင်,တွင်း,3
958,တွင်,တီးဝိုင်း,3
959,တွင်,တူရကီ,3
960,တွင်,တောင်,3
961,တွင်,တောင်တန်း,3
962,တွင်,တောင်ဘက်ပိုင်း,3
963,တွင်,ထိပ်ဆုံး,3
964,တွင်,ဒဏ်ရာ,3
965,တွင်,ဒီဇိုင်း,3
966,တွင်,ဒုံးပျံ,3
967,တွင်,ဒေလီ,3
968,တွင်,ဓာတ်ငွေ့,3
969,တွင်,နန်းတော်,3
970,တွင်,နံပါတ်,3
971,တွင်,နွေဦး,3
972,တွင်,နာရီဝက်,3
973,တွင်,နေ့ရက်,3
974,တွင်,ပင်လယ်ပြင်,3
975,တွင်,ပင်လယ်အော်,3
976,တွင်,ပညာရပ်,3
977,တွင်,ပတ်လမ်းကြောင်း,3
978,တွင်,ပရိုဂရမ်,3
979,တွင်,ပြဿနာ,3
980,တွင်,ပွိုင့်,3
981,တွင်,ပွဲဦးထွက်,3
982,တွင်,ပါကင်,3
983,တွင်,ပါလက်စတိုင်း,3
984,တွင်,ပိုင်နက်,3
985,တွင်,ဖြစ်နေချိန်,3
986,တွင်,ဖလားပွဲ,3
987,တွင်,ဖလော်ရီဒါ,3
988,တွင်,ဖွဲ့,3
989,တွင်,ဖုန်း,3
990,တွင်,ဗစ်တိုးရီးယား,3
991,တွင်,ဗလီ,3
992,တွင်,ဘတ်စ်ကား,3
993,တွင်,ဘာသာရေး,3
994,တွင်,ဘီ,3
995,တွင်,ဘောလုံး,3
996,တွင်,မက်ဆီကို,3
997,တွင်,မစ်ရှင်,3
998,တွင်,မျက်နှာပြင်,3
999,တွင်,မြင်း,3
1000,တွင်,မြင်ကွင်း,3
1001,တွင်,မြို့လယ်ခေါင်,3
1002,တွင်,မြေ,3
1003,တွင်,မွန်းလွဲပိုင်း,3
1004,တွင်,မော်တော်ယာဉ်,3
1005,တွင်,မဲရုံ,3
1006,တွင်,ယဉ်ကျေးမှု,3
1007,တွင်,ယှဉ်ပြိုင်ပွဲ,3
1008,တွင်,ရင်ပြင်,3
1009,တွင်,ရန်ပုံငွေ,3
1010,တွင်,ရမှတ်,3
1011,တွင်,ရွှေးကောက်ပွဲ,3
1012,တွင်,ရှန်ဟိုင်း,3
1013,တွင်,ရာစု,3
1014,တွင်,ရာပေါင်း,3
1015,တွင်,ရုရှား,3
1016,တွင်,ရေတပ်,3
1017,တွင်,ရေပိုင်နက်,3
1018,တွင်,ရေလက်ကြား,3
1019,တွင်,ရောက်ရှိချိန်,3
1020,တွင်,လက်ကောက်ဝတ်,3
1021,တွင်,လက်မ,3
1022,တွင်,လမ်းစဉ်,3
1023,တွင်,လမ်းဘေး,3
1024,တွင်,လူထု,3
1025,တွင်,လောက,3
1026,တွင်,ဝက်ဆိုက်,3
1027,တွင်,ဝက်ဝံ,3
1028,တွင်,ဝန်ကြီး,3
1029,တွင်,ဝန်ထမ်း,3
1030,တွင်,ဝီလ်ကီပီးဒီးယား,3
1031,တွင်,သက်သေ,3
1032,တွင်,သင်ရိုးညွှန်းတမ်း,3
1033,တွင်,သန်း,3
1034,တွင်,သြဂုတ်,3
1035,တွင်,သား,3
1036,တွင်,သီချင်း,3
1037,တွင်,အကျိုးဆက်,3
1038,တွင်,အက်ဖ်,3
1039,တွင်,အက်ဥပဒေ,3
1040,တွင်,အခြမ်း,3
1041,တွင်,အခွင့်အရေး,3
1042,တွင်,အခု,3
1043,တွင်,အစုအဝေး,3
1044,တွင်,အတ္တလန်တာ,3
1045,တွင်,အထောက်အကူ,3
1046,တွင်,အဒမ်,3
1047,တွင်,အဓိက,3
1048,တွင်,အနုပညာရှင်,3
1049,တွင်,အနောက်,3
1050,တွင်,အပြင်ဖက်,3
1051,တွင်,အပူချိန်,3
1052,တွင်,အမျိုးသမီး,3
1053,တွင်,အမြင်,3
1054,တွင်,အမြင့်,3
1055,တွင်,အမှတ်,3
1056,တွင်,အမေရိကား,3
1057,တွင်,အမ်ဝုဒ်,3
1058,တွင်,အရှေ့ဘက်,3
1059,တွင်,အိမ်တော်,3
1060,တွင်,အိုင်ယာလန်,3
1061,တွင်,အီဂျစ်,3
1062,တွင်,အီးမေး,3
1063,တွင်,အေ.အမ်,3
1064,တွင်,အောက်ဘက်,3
1065,တွင်,ဥပဒေကြမ်း,3
1066,တွင်,ဧပြီ,3
1067,တွင်,GMT,2
1068,တွင်,ကက်စ်,2
1069,တွင်,ကင်ညာ,2
1070,တွင်,ကစားချိန်,2
1071,တွင်,ကဗျာ,2
1072,တွင်,ကမ်းစပ်,2
1073,တွင်,ကမ်းနား,2
1074,တွင်,ကမ်းလွန်,2
1075,တွင်,ကယ်လီဒိုးနီးယား,2
1076,တွင်,ကျူးဘား,2
1077,တွင်,ကျေးရွာ,2
1078,တွင်,ကြမ်းပြင်,2
1079,တွင်,ကြားကာလ,2
1080,တွင်,ကြေညာရာ,2
1081,တွင်,ကလေး,2
1082,တွင်,ကွင်းစလန်း,2
1083,တွင်,ကွန်ဂရက်,2
1084,တွင်,ကွန်ယက်,2
1085,တွင်,ကာဒစ်,2
1086,တွင်,ကိရိယာ,2
1087,တွင်,ကိုင်ရို,2
1088,တွင်,ကို့စ်,2
1089,တွင်,ကိုဆိုဗို,2
1090,တွင်,ကုန်းတွင်းပိုင်း,2
1091,တွင်,ကုန်တိုက်,2
1092,တွင်,ကုန်းမြေ,2
1093,တွင်,ကော်ပိုရေးရှင်း,2
1094,တွင်,ခန္ဓာကိုယ်,2
1095,တွင်,ချက်ဗ်,2
1096,တွင်,ချီကာဂို,2
1097,တွင်,ခရစ်ကတ်,2
1098,တွင်,ခြံ,2
1099,တွင်,ခြံဝင်း,2
1100,တွင်,ခြေစစ်ပွဲ,2
1101,တွင်,ခလုပ်,2
1102,တွင်,ခေါင်စာရင်း,2
1103,တွင်,ဂဘ်ဘွန်,2
1104,တွင်,ဂျာကာတာ,2
1105,တွင်,ဂျို့စ်,2
1106,တွင်,ဂျေရုစလင်,2
1107,တွင်,ဂျေရုဆလင်,2
1108,တွင်,ငွေ,2
1109,တွင်,စကွဲ,2
1110,တွင်,စကား,2
1111,တွင်,စက်မှု,2
1112,တွင်,စင်္ကာပူ,2
1113,တွင်,စစ်သား,2
1114,တွင်,စတင်ခဲ့ချိန်,2
1115,တွင်,စတပ်,2
1116,တွင်,စပါးသီးနှံ,2
1117,တွင်,စွမ်းရည်,2
1118,တွင်,စံသတ်မှတ်ချက်,2
1119,တွင်,စာတန်း,2
1120,တွင်,စားနပ်ရိက္ခာ,2
1121,တွင်,စိတ်ကူး,2
1122,တွင်,စီးတီး,2
1123,တွင်,စီရင်စု,2
1124,တွင်,စီရင်စုနယ်,2
1125,တွင်,စီအန်အန်,2
1126,တွင်,စုံထောက်,2
1127,တွင်,ဆန့်ကျင်ဘက်,2
1128,တွင်,ဆန်ဖရန်စစ္စကို,2
1129,တွင်,ဆွေမျိုး,2
1130,တွင်,ဆာဘီးယား,2
1131,တွင်,ဆိုဒ်,2
1132,တွင်,ဆိုမာလီယာ,2
1133,တွင်,ဆီ,2
1134,တွင်,ဆီမီးဖိုင်နယ်,2
1135,တွင်,ဆော့ဖ်ဝဲလ်,2
1136,တွင်,ညဘက်,2
1137,တွင်,ညီအစ်ကို,2
1138,တွင်,တစ်စိတ်တစ်ပိုင်း,2
1139,တွင်,တစ်နေရာရာ,2
1140,တွင်,တစ်လွှား,2
1141,တွင်,တည်ဆောက်ပုံ,2
1142,တွင်,တည်နေရာ,2
1143,တွင်,တန်း,2
1144,တွင်,တပ်,2
1145,တွင်,တပ်စခန်း,2
1146,တွင်,တပ်ရင်း,2
1147,တွင်,တရုတ်ပြည်,2
1148,တွင်,တွစ်တာ,2
1149,တွင်,တိရစ္ဆာန်ရုံ,2
1150,တွင်,တိရိစ္ဆာန်ရုံ,2
1151,တွင်,တိုက်,2
1152,တွင်,တိုင်ပေ,2
1153,တွင်,တိုင်းမ်,2
1154,တွင်,တိုရွန်တို,2
1155,တွင်,တီဗွီ,2
1156,တွင်,တူ,2
1157,တွင်,တောင်ကုန်း,2
1158,တွင်,ထင်မြင်ချက်,2
1159,တွင်,ဒဏ်ငွေ,2
1160,တွင်,ဒုံးကျည်,2
1161,တွင်,ဓာတ်ခွဲခန်း,2
1162,တွင်,ဓာတ်ပေါင်းဖို,2
1163,တွင်,နက်ဝက်,2
1164,တွင်,နယ်စပ်,2
1165,တွင်,နျူကလီးယား,2
1166,တွင်,နှစ်စဉ်,2
1167,တွင်,နှစ်လယ်ပိုင်း,2
1168,တွင်,နားချိန်,2
1169,တွင်,နာယက,2
1170,တွင်,နာရီခွဲ,2
1171,တွင်,နိုင်ဂျီးရီးယား,2
1172,တွင်,နိုင်ငံသား,2
1173,တွင်,နီပေါ,2
1174,တွင်,နေချိန်,2
1175,တွင်,နောက်ကျောဘက်,2
1176,တွင်,နောက်တန်း,2
1177,တွင်,နောက်ဘက်,2
1178,တွင်,ပစ္စည်း,2
1179,တွင်,ပညာရေး,2
1180,တွင်,ပန်း,2
1181,တွင်,ပန်စီဗန်နီးယား,2
1182,တွင်,ပမာဏ,2
1183,တွင်,ပရစ်,2
1184,တွင်,ပြစ်ဒဏ်,2
1185,တွင်,ပြဇာတ်ရုံ,2
1186,တွင်,ပြည့်နှစ်,2
1187,တွင်,ပြီးဆုံးချိန်,2
1188,တွင်,ပြောချိန်,2
1189,တွင်,ပိတ်ချိန်,2
1190,တွင်,ပိုလန်,2
1191,တွင်,ပီ.အမ်,2
1192,တွင်,ပုံရိပ်,2
1193,တွင်,ပေါင်,2
1194,တွင်,ဖက်,2
1195,တွင်,ဖြစ်ပွားချိန်,2
1196,တွင်,ဖာရင်ဟိုက်,2
1197,တွင်,ဖိလစ်ပိုင်,2
1198,တွင်,ဖိုရမ်,2
1199,တွင်,ဖီဂျီ,2
1200,တွင်,ဖေဖော်ဝါရီ,2
1201,တွင်,ဖေ့ဘုတ်,2
1202,တွင်,ဗြူးဖေါ့,2
1203,တွင်,ဘတ်ဂျက်,2
1204,တွင်,ဘန်ကောက်,2
1205,တွင်,ဘယ်လ်ဂျီယံ,2
1206,တွင်,ဘလော့,2
1207,တွင်,ဘလော့ဂ်,2
1208,တွင်,ဘွဲ့,2
1209,တွင်,ဘာမင်ဟမ်,2
1210,တွင်,ဘာရိန်း,2
1211,တွင်,ဘာသာ,2
1212,တွင်,ဘိုလီးဗီးယား,2
1213,တွင်,ဘီဂျင်း,2
1214,တွင်,ဘီစီ,2
1215,တွင်,ဘောင်းဘီ,2
1216,တွင်,မက္ကာ,2
1217,တွင်,မက်ဒီဂတ်စကာ,2
1218,တွင်,မျက်နှာ,2
1219,တွင်,မျှော်စင်,2
1220,တွင်,မြက်ခင်းပြင်,2
1221,တွင်,မြစ်,2
1222,တွင်,မြို့တော်ဝန်,2
1223,တွင်,မှတ်ချက်,2
1224,တွင်,မိနစ်ပိုင်း,2
1225,တွင်,မိန်း,2
1226,တွင်,မိုက်ခရိုကာနယ်,2
1227,တွင်,မူးယစ်ဆေးဝါး,2
1228,တွင်,မူလ,2
1229,တွင်,မေး,2
1230,တွင်,မေးမြန်းချိန်,2
1231,တွင်,မဲလ်ဘုန်း,2
1232,တွင်,ယခုနေ့,2
1233,တွင်,ယူနိုက်တက်,2
1234,တွင်,ယူအက်,2
1235,တွင်,ရထား,2
1236,တွင်,ရန်ပွဲ,2
1237,တွင်,ရဝမ်ဒါ,2
1238,တွင်,ရှယ်ယာ,2
1239,တွင်,ရှိချိန်,2
