,value,value_pair,count
511,တွင်,ဆန္ဒပြ,23
512,တွင်,တင်,23
513,တွင်,ထုတ်လုပ်,23
514,တွင်,ထုတ်ဝေ,23
515,တွင်,ထည့်,22
516,တွင်,ပူးပေါင်း,22
517,တွင်,သုံး,22
518,တွင်,ဆုံးရှုံး,21
519,တွင်,ပြောဆို,21
520,တွင်,အဆုံးသတ်,21
521,တွင်,ခံစား,20
522,တွင်,စစ်ဆေး,20
523,တွင်,စီစဉ်,20
524,တွင်,စုံစမ်း,20
525,တွင်,ဆုံးဖြတ်,20
526,တွင်,ဆောင်ရွက်,20
527,တွင်,တင်ပြ,20
528,တွင်,တည်ဆောက်,20
529,တွင်,ထွက်,20
530,တွင်,ထွက်ခွာ,20
531,တွင်,ပစ်ခတ်,20
532,တွင်,ပျက်,20
533,တွင်,ပျောက်ဆုံး,20
534,တွင်,ပြန်,20
535,တွင်,ပြီး,20
536,တွင်,ရှုံးနိမ့်,20
537,တွင်,ရောင်းချ,20
538,တွင်,သတ်,20
539,တွင်,သိ,20
540,တွင်,သုံးစွဲ,20
541,တွင်,ကျန်,19
542,တွင်,စမ်းသပ်,19
543,တွင်,ထိန်းချုပ်,19
544,တွင်,ပတ်သက်,19
545,တွင်,ပါ,19
546,တွင်,ပေါင်း,19
547,တွင်,ရေးသား,19
548,တွင်,လွန်,19
549,တွင်,တိုး,18
550,တွင်,ဖွင့်လှစ်,18
551,တွင်,ယှဉ်ပြိုင်,18
552,တွင်,ရွေးချယ်,18
553,တွင်,ခန့်မှန်း,17
554,တွင်,စီမံ,17
555,တွင်,ထောက်ခံ,17
556,တွင်,ရိုက်,17
557,တွင်,ဝင်,17
558,တွင်,တူညီ,16
559,တွင်,နေ,16
560,တွင်,ပျက်စီး,16
561,တွင်,လက်ခံ,16
562,တွင်,အခြေစိုက်,16
563,တွင်,ဆက်သွယ်,15
564,တွင်,ဆင်းသက်,15
565,တွင်,ပြု,15
566,တွင်,ယုံကြည်,15
567,တွင်,ရင်ဆိုင်,15
568,တွင်,လွှမ်းမိုး,15
569,တွင်,ဟုတ်,15
570,တွင်,ခေါ်,14
571,တွင်,တက်,14
572,တွင်,ပျံသန်း,14
573,တွင်,ပိုင်ဆိုင်,14
574,တွင်,မြင့်တက်,14
575,တွင်,ရှင်းလင်း,14
576,တွင်,သွင်း,14
577,တွင်,အစားထိုး,14
578,တွင်,အစီရင်ခံ,14
579,တွင်,အုပ်ချုပ်,14
580,တွင်,ကူညီ,13
581,တွင်,နိုင်,13
582,တွင်,ပြတ်တောက်,13
583,တွင်,ပြန်ပေးဆွဲ,13
584,တွင်,ဖယ်ရှား,13
585,တွင်,ဖျော်ဖြေ,13
586,တွင်,ရည်ရွယ်,13
587,တွင်,ကန့်သတ်,12
588,တွင်,ကျူးလွန်,12
589,တွင်,ကွဲပြား,12
590,တွင်,ခုခံ,12
591,တွင်,စွပ်စွဲ,12
592,တွင်,တည်ထောင်,12
593,တွင်,ထင်ရှား,12
594,တွင်,ထွက်ပေါ်,12
595,တွင်,ဖျက်သိမ်း,12
596,တွင်,ဖွဲ့စည်း,12
597,တွင်,မဲ,12
598,တွင်,ရပ်တည်,12
599,တွင်,လိုအပ်,12
600,တွင်,လေ့လာ,12
601,တွင်,သေ,12
602,တွင်,ကုသ,11
603,တွင်,ချိတ်ဆက်,11
604,တွင်,ခွဲ,11
605,တွင်,စိတ်ဝင်စား,11
606,တွင်,တင်သွင်း,11
607,တွင်,တပ်ဆင်,11
608,တွင်,ပြင်ဆင်,11
609,တွင်,ဖန်တီး,11
610,တွင်,ဖွင့်,11
611,တွင်,မျှော်လင့်,11
612,တွင်,ရပ်,11
613,တွင်,ရပ်ဆိုင်း,11
614,တွင်,ရယူ,11
615,တွင်,ရေကြီး,11
616,တွင်,လုပ်ကိုင်,11
617,တွင်,ဝန်ဆောင်,11
618,တွင်,သိသာထင်ရှား,11
619,တွင်,အငြင်းပွား,11
620,တွင်,အရေးကြီး,11
621,တွင်,ကြိုးစား,10
622,တွင်,ကာကွယ်,10
623,တွင်,ကူးစက်,10
624,တွင်,စီရင်,10
625,တွင်,တက်ကြွ,10
626,တွင်,တိုးမြှင့်,10
627,တွင်,ပစ်,10
628,တွင်,ဖြစ်ပျက်,10
629,တွင်,ဖြတ်,10
630,တွင်,ရင်းနှီးမြှုပ်နှံ,10
631,တွင်,လျှော့ချ,10
632,တွင်,လွှတ်တင်,10
633,တွင်,လုံလောက်,10
634,တွင်,သတိပေး,10
635,တွင်,သရုပ်ဆောင်,10
636,တွင်,သွား,10
637,တွင်,ကြည့်,9
638,တွင်,ချိုးဖောက်,9
639,တွင်,စောင့်,9
640,တွင်,ဆောက်လုပ်,9
641,တွင်,ပြီးဆုံး,9
642,တွင်,မြင်,9
643,တွင်,မှတ်တမ်းတင်,9
644,တွင်,ရွှေ့,9
645,တွင်,ရွေးကောက်,9
646,တွင်,လွတ်လပ်,9
647,တွင်,လိုက်,9
648,တွင်,ဝေဖန်,9
649,တွင်,အရေးပါ,9
650,တွင်,ကယ်ဆယ်,8
651,တွင်,ချမှတ်,8
652,တွင်,ခရီးသွား,8
653,တွင်,စဉ်းစား,8
654,တွင်,စီး,8
655,တွင်,တရားစွဲ,8
656,တွင်,နားလည်,8
657,တွင်,နေရာချ,8
658,တွင်,ပြုပြင်,8
659,တွင်,ပြေးဆွဲ,8
660,တွင်,ပုံနှိပ်,8
661,တွင်,ဖတ်,8
662,တွင်,ဖမ်း,8
663,တွင်,မှားယွင်း,8
664,တွင်,ရပ်တန့်,8
665,တွင်,လွှဲပြောင်း,8
666,တွင်,အခြေခံ,8
667,တွင်,အသက်ရှင်,8
668,တွင်,ဦးတည်,8
669,တွင်,ကန့်ကွက်,7
670,တွင်,ကြားဝင်,7
671,တွင်,ကြိုးပမ်း,7
672,တွင်,ကုန်ကျ,7
673,တွင်,ခြိမ်းခြောက်,7
674,တွင်,ခွဲစိတ်,7
675,တွင်,ခိုး,7
676,တွင်,စစ်ဆင်,7
677,တွင်,ဆက်စပ်,7
678,တွင်,ဆေးလိပ်,7
679,တွင်,ညှင်းပန်း,7
680,တွင်,ညီမျှ,7
681,တွင်,တုံ့ပြန်,7
682,တွင်,တောင်းဆို,7
683,တွင်,နစ်မြုပ်,7
684,တွင်,ပျံ့နှံ့,7
685,တွင်,ပြိုကျ,7
686,တွင်,ပိတ်ဆို့,7
687,တွင်,ပိတ်ပင်,7
688,တွင်,ဖျက်ဆီး,7
689,တွင်,မဲပေး,7
690,တွင်,ယှဥ်ပြိုင်,7
691,တွင်,ရှုံး,7
692,တွင်,ရိုက်ကူး,7
693,တွင်,ရိုက်ခတ်,7
694,တွင်,လွတ်ငြိမ်း,7
695,တွင်,လွတ်မြောက်,7
696,တွင်,လိမ်လည်,7
697,တွင်,လေ့ကျင့်,7
698,တွင်,လောင်,7
699,တွင်,ဝတ်ဆင်,7
700,တွင်,အနားယူ,7
701,တွင်,အာရုံစိုက်,7
702,တွင်,ကျော်ဖြတ်,6
703,တွင်,ကြား,6
704,တွင်,ချ,6
705,တွင်,ခွင့်ပြု,6
706,တွင်,ငြင်းဆို,6
707,တွင်,စွဲဆို,6
708,တွင်,စား,6
709,တွင်,စုဝေး,6
710,တွင်,စူးစမ်း,6
711,တွင်,ညွှန်ကြား,6
712,တွင်,တွေ့မြင်,6
713,တွင်,ထိမှန်,6
714,တွင်,ထူးခြား,6
715,တွင်,ထူထောင်,6
716,တွင်,နှုတ်ထွက်,6
717,တွင်,နိမ့်,6
718,တွင်,ပယ်,6
719,တွင်,ပေးဆောင်,6
720,တွင်,ဖြတ်တောက်,6
721,တွင်,ဖြေရှင်း,6
722,တွင်,ရင်းနှီး,6
723,တွင်,ရွှေ့ပြောင်း,6
724,တွင်,ရေးဆွဲ,6
725,တွင်,လိုက်နာ,6
726,တွင်,လူသတ်,6
727,တွင်,လောင်ကျွမ်း,6
728,တွင်,ဝယ်ယူ,6
729,တွင်,သက်ဆိုင်,6
730,တွင်,သင့်လျော်,6
731,တွင်,သယ်,6
732,တွင်,သေချာ,6
733,တွင်,သောက်,6
734,တွင်,သောင်တင်,6
735,တွင်,အဖမ်းခံ,6
736,တွင်,ကင်း,5
737,တွင်,ကပ်,5
738,တွင်,ကမ်းလှမ်း,5
739,တွင်,ကျရှုံး,5
740,တွင်,ကျွမ်းကျင်,5
741,တွင်,ကြိုက်,5
742,တွင်,ကိုင်,5
743,တွင်,ခန့်အပ်,5
744,တွင်,ချန်,5
745,တွင်,ခွဲခြား,5
746,တွင်,စွဲချက်တင်,5
747,တွင်,စိန်ခေါ်,5
748,တွင်,စုစည်း,5
749,တွင်,စုရုံး,5
750,တွင်,ဆက်နွယ်,5
751,တွင်,တင်ဆက်,5
752,တွင်,တားမြစ်,5
753,တွင်,တိုက်ခတ်,5
754,တွင်,တီထွင်,5
755,တွင်,တူ,5
756,တွင်,ထည့်သွင်း,5
757,တွင်,ထိုင်လျှက်စီး,5
758,တွင်,ထောက်လှမ်း,5
759,တွင်,နှိုင်းယှဉ်,5
760,တွင်,နောက်ကျ,5
761,တွင်,ပြ,5
762,တွင်,ပြဌာန်း,5
763,တွင်,ပြန်လာ,5
764,တွင်,ပြို,5
765,တွင်,ပြီးစီး,5
766,တွင်,ပြေး,5
767,တွင်,ပါရှိ,5
768,တွင်,ပိုင်,5
769,တွင်,ပေးအပ်,5
770,တွင်,ပေါ်ပေါက်,5
771,တွင်,ဖြန့်ချီ,5
772,တွင်,ဖြန့်ဝေ,5
773,တွင်,ဖြုတ်ချ,5
774,တွင်,မတ်တတ်,5
775,တွင်,မောင်း,5
776,တွင်,မောင်းနှင်,5
777,တွင်,ရုပ်သိမ်း,5
778,တွင်,ရေးထိုး,5
779,တွင်,ရောင်း,5
780,တွင်,လက်ထပ်,5
781,တွင်,လက်မှတ်ထိုး,5
782,တွင်,လည်ပတ်,5
783,တွင်,လမ်းလျှောက်,5
784,တွင်,လျင်မြန်,5
785,တွင်,လျော့,5
786,တွင်,လျော့နည်း,5
787,တွင်,လိုက်ပါ,5
788,တွင်,ဝတ်ပြု,5
789,တွင်,ဝယ်,5
790,တွင်,သပိတ်မှောက်,5
791,တွင်,သယ်ယူ,5
792,တွင်,သိမ်းဆည်း,5
793,တွင်,အရေးယူ,5
794,တွင်,အလုပ်လုပ်,5
795,တွင်,အားပေး,5
796,တွင်,အောင်,5
797,တွင်,အောင်နိုင်,5
798,တွင်,ကန်,4
799,တွင်,ကျင့်,4
800,တွင်,ကျန်ရစ်,4
801,တွင်,ကျူးကျော်,4
802,တွင်,ကြမ်းတမ်း,4
803,တွင်,ကြာရှည်,4
804,တွင်,ကိုးကွယ်,4
805,တွင်,ကိုက်,4
806,တွင်,ကုန်သွယ်,4
807,တွင်,ကောက်ချက်ချ,4
808,တွင်,ချို့ယွင်း,4
809,တွင်,ချီတက်,4
810,တွင်,ချေပ,4
811,တွင်,ခွဲထွက်,4
812,တွင်,ခေါ်ဆောင်,4
813,တွင်,ဂိုးသွင်း,4
814,တွင်,ငြင်းပယ်,4
815,တွင်,စစ်မှန်,4
816,တွင်,စည်းရုံး,4
817,တွင်,စာရင်းသွင်း,4
818,တွင်,စီးနင်း,4
819,တွင်,စုဆောင်း,4
820,တွင်,စေ့စပ်,4
821,တွင်,ဆက်ခံ,4
822,တွင်,ဆွတ်ခူး,4
823,တွင်,ဆွဲ,4
824,တွင်,ညှိနှိုင်း,4
825,တွင်,တက်ရောက်,4
826,တွင်,တံခွန်စိုက်,4
827,တွင်,တည်,4
828,တွင်,တည်ငြိမ်,4
829,တွင်,တားဆီး,4
830,တွင်,တိတ်ဆိတ်,4
831,တွင်,တူးဖော်,4
832,တွင်,တောင်းခံ,4
833,တွင်,ထိုးဖောက်,4
834,တွင်,ထုတ်ဖော်,4
835,တွင်,ထူထပ်,4
836,တွင်,နိမ့်ကျ,4
837,တွင်,နီးကပ်,4
838,တွင်,ပစ်လွှတ်,4
839,တွင်,ပြန့်ကျဲ,4
840,တွင်,ဖမ်းမိ,4
841,တွင်,ဖြစ်ပေါ်,4
842,တွင်,ဖြစ်ပေါ်လာ,4
843,တွင်,ဖိတ်ခေါ်,4
844,တွင်,ဖုံး,4
845,တွင်,ဖောက်,4
846,တွင်,ဖော်,4
847,တွင်,ဗုံးကြဲ,4
848,တွင်,ဘေးကင်း,4
849,တွင်,မတ်တပ်စီး,4
850,တွင်,မျှတ,4
851,တွင်,မျှော်မှန်း,4
852,တွင်,များပြား,4
853,တွင်,မြင်တွေ့,4
854,တွင်,မြှင့်တင်,4
855,တွင်,မှတ်ပုံတင်,4
856,တွင်,မှီခို,4
857,တွင်,မီး,4
858,တွင်,မူတည်,4
859,တွင်,ရက်စက်,4
860,တွင်,ရပ်စဲ,4
861,တွင်,ရပ်နား,4
862,တွင်,ရှိခိုး,4
863,တွင်,ရေတွက်,4
864,တွင်,ရော,4
865,တွင်,လျာထား,4
866,တွင်,လျော့ကျ,4
867,တွင်,လွှတ်,4
868,တွင်,လှည့်ပတ်,4
869,တွင်,လှည့်လည်,4
870,တွင်,လှုပ်ခတ်,4
871,တွင်,ဝန်းရံ,4
872,တွင်,သိမ်းပိုက်,4
873,တွင်,သိသာ,4
874,တွင်,သုံးသပ်,4
875,တွင်,အကောင်အထည်ဖော်,4
876,တွင်,အခြေချ,4
877,တွင်,အစပြု,4
878,တွင်,အနိုင်ယူ,4
879,တွင်,အမည်တပ်,4
880,တွင်,အသိအမှတ်ပြု,4
881,တွင်,အာဏာသိမ်း,4
882,တွင်,ကင်းလှည့်,3
883,တွင်,ကျင့်သုံး,3
884,တွင်,ကျဆုံး,3
885,တွင်,ကျန်ရှိ,3
886,တွင်,ကျော်ကြား,3
887,တွင်,ကြည့်ရှု,3
888,တွင်,ကြီးထွား,3
889,တွင်,ကြုံ,3
890,တွင်,ကိုးကား,3
891,တွင်,ကုန်ဆုံး,3
892,တွင်,ကူးယူ,3
893,တွင်,ကောက်ယူ,3
894,တွင်,ချည်,3
895,တွင်,ချိုး,3
896,တွင်,ချုပ်နှောင်,3
897,တွင်,ခြားနား,3
898,တွင်,ခိုင်မာ,3
899,တွင်,ခုန်,3
900,တွင်,ခေါင်းချင်းဆိုင်,3
901,တွင်,ခေါင်းဆောင်,3
902,တွင်,ငြင်းခုံ,3
903,တွင်,စ,3
904,တွင်,စည်းလုံး,3
905,တွင်,စွန့်ပစ်,3
906,တွင်,စိုးရိမ်,3
907,တွင်,ဆင်းရဲ,3
908,တွင်,ဆွဲယူ,3
909,တွင်,ဆို,3
910,တွင်,ဉီးတည်,3
911,တွင်,ညီ,3
912,တွင်,တင်းကျပ်,3
913,တွင်,တည်းဖြတ်,3
914,တွင်,တတ်,3
915,တွင်,တပ်,3
916,တွင်,တရားစီရင်,3
917,တွင်,တရားမျှတ,3
918,တွင်,တိုက်ထုတ်,3
919,တွင်,တိုးတတ်,3
920,တွင်,တိုးမြင့်,3
921,တွင်,တိုးလာ,3
922,တွင်,တုန်လှုပ်,3
923,တွင်,တူး,3
924,တွင်,တောင်းပန်,3
925,တွင်,ထက်သန်,3
926,တွင်,ထိုင်,3
927,တွင်,ထုတ်လွှင့်,3
928,တွင်,ထောင်ချ,3
929,တွင်,နှင်ထုတ်,3
930,တွင်,နှစ်သက်,3
931,တွင်,နှောင့်နှေး,3
932,တွင်,နှောင့်ယှက်,3
933,တွင်,နုတ်ထွက်,3
934,တွင်,နေရာယူ,3
935,တွင်,ပြည့်,3
936,တွင်,ပြိုင်,3
937,တွင်,ပြောင်း,3
938,တွင်,ပွင့်လင်း,3
939,တွင်,ပို့ဆောင်,3
940,တွင်,ပေါက်ကြား,3
941,တွင်,ဖောက်ခွဲ,3
942,တွင်,ဖောင်းပွ,3
943,တွင်,မြှုပ်နှံ,3
944,တွင်,မှတ်သား,3
945,တွင်,မိတ်ဆက်,3
946,တွင်,မေးမြန်း,3
947,တွင်,မဲဆွယ်,3
948,တွင်,ယိုစိမ့်,3
949,တွင်,ရည်မှန်း,3
950,တွင်,ရထားတိုက်,3
951,တွင်,ရှင်းပြ,3
952,တွင်,ရှာ,3
953,တွင်,ရှာတွေ့,3
954,တွင်,ရေကူး,3
955,တွင်,ရောက်ရှိ,3
956,တွင်,လမ်းချော်,3
957,တွင်,လျှို့ဝှက်,3
958,တွင်,လိင်တူဆက်ဆံ,3
959,တွင်,လုပ်ကြံ,3
960,တွင်,လေးစား,3
961,တွင်,လဲ,3
962,တွင်,သက်တမ်းကုန်,3
963,တွင်,သင်ကြား,3
964,တွင်,သင့်တော်,3
965,တွင်,သည်းထန်,3
966,တွင်,သတိထား,3
967,တွင်,သို,3
968,တွင်,သေကြောင်းကြံစည်,3
969,တွင်,ဟောပြော,3
970,တွင်,အ,3
971,တွင်,အကျဉ်းချ,3
972,တွင်,အကူအညီပေး,3
973,တွင်,အခြေပြု,3
974,တွင်,အစွန်းရောက်,3
975,တွင်,အပြီးသတ်,3
976,တွင်,အမည်တွင်,3
977,တွင်,အယူခံဝင်,3
978,တွင်,အံ့သြ,3
979,တွင်,အသံလွှင့်,3
980,တွင်,အသုံးမပြု,3
981,တွင်,အာဏာအပ်,3
982,တွင်,ဥပဒေပြု,3
983,တွင်,ကင်းမဲ့,2
984,တွင်,ကန်သွင်း,2
985,တွင်,ကယ်တင်,2
986,တွင်,ကျခံ,2
987,တွင်,ကျဆင်းသွား,2
988,တွင်,ကျန်ရှိဆဲ,2
989,တွင်,ကျိုး,2
990,တွင်,ကျေအေး,2
991,တွင်,ကျောက်ချ,2
992,တွင်,ကျော်လွှား,2
993,တွင်,ကြိုဆို,2
994,တွင်,ကြီး,2
995,တွင်,ကြုံတွေ့,2
996,တွင်,ကြောက်မက်,2
997,တွင်,ကြဲ,2
998,တွင်,ကိုက်ညီ,2
999,တွင်,ကိုင်တွယ်,2
1000,တွင်,ကိုယ်စားပြု,2
1001,တွင်,ကူး,2
1002,တွင်,ခံ,2
1003,တွင်,ခန့်,2
1004,တွင်,ချဉ်းကပ်,2
1005,တွင်,ချေးငှား,2
1006,တွင်,ချဲ့ထွင်,2
1007,တွင်,ခြေရာခံ,2
1008,တွင်,ခွဲဝေ,2
1009,တွင်,ခိုင်း,2
1010,တွင်,ခေါ်တွင်,2
1011,တွင်,ဂိုး,2
1012,တွင်,ဂိုးသွင်းယူ,2
1013,တွင်,ဂုဏ်ပြု,2
1014,တွင်,ငတ်မွတ်ခေါင်းပါး,2
1015,တွင်,ငြိမ်သက်,2
1016,တွင်,ငွေဖောင်းပွ,2
1017,တွင်,စကားပြော,2
1018,တွင်,စံချိန်ချိုး,2
1019,တွင်,စွန့်စား,2
1020,တွင်,စွမ်းဆောင်,2
1021,တွင်,စိတ်ချ,2
1022,တွင်,စိတ်အားထက်သန်,2
1023,တွင်,စိုက်ပျိုး,2
1024,တွင်,စီးဆင်း,2
1025,တွင်,စု,2
1026,တွင်,စောင့်ရှောက်,2
1027,တွင်,စော်ကား,2
1028,တွင်,ဆက်ဆံ,2
1029,တွင်,ဆင့်ခေါ်,2
1030,တွင်,ဆန့်ကျင်,2
1031,တွင်,ဆန်းသစ်,2
1032,တွင်,ဆိုး,2
1033,တွင်,ဆိုက်ကပ်,2
1034,တွင်,ဆိုင်းငံ့,2
1035,တွင်,ဆီးစွန့်,2
1036,တွင်,ဆုတောင်း,2
1037,တွင်,ဆုတ်ခွာ,2
1038,တွင်,ဆောင်,2
1039,တွင်,ဉီးဆောင်,2
1040,တွင်,ညှိုနှိုင်း,2
1041,တွင်,တင်းမာ,2
1042,တွင်,တည်မြဲ,2
1043,တွင်,တရားသေလွှတ်,2
1044,တွင်,တွယ်ကပ်,2
1045,တွင်,တွေ့ရ,2
1046,တွင်,တွဲဖက်,2
1047,တွင်,တိကျ,2
1048,တွင်,တိမ်းမှောက်,2
1049,တွင်,တိုက်တွန်း,2
1050,တွင်,တိုက်ဖျက်,2
1051,တွင်,တိုင်းတာ,2
1052,တွင်,တောက်,2
1053,တွင်,ထင်,2
1054,တွင်,ထိတွေ့,2
1055,တွင်,ထိန်း,2
1056,တွင်,ထိရောက်,2
1057,တွင်,ထိုး,2
1058,တွင်,ထိုးစစ်ဆင်,2
1059,တွင်,ထုတ်ပယ်,2
1060,တွင်,ထုတ်လွင့်,2
1061,တွင်,ထူးချွန်,2
1062,တွင်,ထောင်,2
1063,တွင်,ဒေဝါလီခံ,2
1064,တွင်,နစ်,2
1065,တွင်,နှိပ်စက်,2
1066,တွင်,နာကျင်,2
1067,တွင်,နီး,2
1068,တွင်,နီးစပ်,2
1069,တွင်,ပစ်ချ,2
1070,တွင်,ပန်းဝင်,2
1071,တွင်,ပံ့ပိုး,2
1072,တွင်,ပံ့ပိုးပေး,2
1073,တွင်,ပျက်စီးသွား,2
1074,တွင်,ပျက်ဆီး,2
1075,တွင်,ပျောက်ကွယ်,2
1076,တွင်,ပြင်း,2
1077,တွင်,ပြစ်,2
1078,တွင်,ပြည့်ကျပ်,2
1079,တွင်,ပြည့်စုံ,2
1080,တွင်,ပြဋ္ဌာန်း,2
1081,တွင်,ပြန့်,2
1082,တွင်,ပြန့်ပွား,2
1083,တွင်,ပြိုကွဲ,2
1084,တွင်,ပြိုင်ဆိုင်,2
1085,တွင်,ပြိုလဲ,2
1086,တွင်,ပြီးပြည့်စုံ,2
1087,တွင်,ပြုတ်,2
1088,တွင်,ပြုမူ,2
1089,တွင်,ပွဲထုတ်,2
1090,တွင်,ပိတ်သွား,2
1091,တွင်,ပို့,2
1092,တွင်,ပိုများ,2
1093,တွင်,ပုန်ကန်,2
1094,တွင်,ပူ,2
1095,တွင်,ပူပြင်း,2
1096,တွင်,ပူပေါင်း,2
1097,တွင်,ပေးချေ,2
1098,တွင်,ပေးဆပ်,2
1099,တွင်,ပေါက်,2
1100,တွင်,ပေါ်လွင်,2
1101,တွင်,ဖတ်ပြ,2
1102,တွင်,ဖယ်ရှားခံ,2
1103,တွင်,ဖြည့်,2
1104,တွင်,ဖြတ်သန်း,2
1105,တွင်,ဖြန့်,2
1106,တွင်,ဖြန့်ကျက်,2
1107,တွင်,ဖြန့်ဖြူး,2
1108,တွင်,ဖြေကြား,2
1109,တွင်,ဖွံ့ဖြိုးတိုးတက်,2
1110,တွင်,ဖိနှိပ်,2
1111,တွင်,ဖော်စပ်,2
1112,တွင်,ဗုံးခွဲ,2
1113,တွင်,ဘေးဖယ်,2
1114,တွင်,မျက်နှာမူ,2
1115,တွင်,မြှင့်တက်,2
1116,တွင်,မြဲမြံ,2
1117,တွင်,မသင်္ကာ,2
1118,တွင်,မှတ်ချက်ချ,2
1119,တွင်,မှတ်တမ်းဝင်,2
1120,တွင်,မှန်ကန်,2
1121,တွင်,မှာ,2
1122,တွင်,မှောက်,2
1123,တွင်,မီးလောင်,2
1124,တွင်,မေး,2
1125,တွင်,ယာဉ်တိုက်,2
1126,တွင်,ယိုဖိတ်,2
1127,တွင်,ရင်းနှီးမြှူပ်နှံ,2
1128,တွင်,ရနိုင်,2
1129,တွင်,ရွာသွန်း,2
1130,တွင်,ရွေ့လျား,2
1131,တွင်,ရှင်,2
1132,တွင်,ရှိသေး,2
1133,တွင်,ရှို့,2
1134,တွင်,ရှူ,2
1135,တွင်,ရှေးကျ,2
1136,တွင်,ရှေ့နေလိုက်,2
1137,တွင်,ရိုး,2
1138,တွင်,ရုံးတင်,2
1139,တွင်,ရုတ်သိမ်း,2
1140,တွင်,ရေး,2
1141,တွင်,ရေငုပ်,2
1142,တွင်,ရေးဖွဲ့,2
1143,တွင်,လက်ပစ်ကူး,2
1144,တွင်,လစ်လပ်,2
1145,တွင်,လျှော့,2
1146,တွင်,လျှော့ကျ,2
1147,တွင်,လွတ်,2
1148,တွင်,လွှင့်ထူ,2
1149,တွင်,လှုံ့ဆော်,2
1150,တွင်,လှုပ်,2
1151,တွင်,လိုက်ရှာ,2
1152,တွင်,လိုက်လျော,2
1153,တွင်,လိုငွေပြ,2
1154,တွင်,လိုလား,2
1155,တွင်,လုပ်ကြံခံ,2
1156,တွင်,လုယက်,2
1157,တွင်,လေဖြတ်,2
1158,တွင်,လေးလံ,2
1159,တွင်,ဝက်ရူးပြန်,2
1160,တွင်,ဝင်တိုက်,2
1161,တွင်,ဝမ်းနည်း,2
1162,တွင်,သက်သေပြ,2
1163,တွင်,သတင်းပေး,2
1164,တွင်,သွားလာ,2
1165,တွင်,သိကြ,2
1166,တွင်,သိမြင်,2
1167,တွင်,သီဆို,2
1168,တွင်,သေကျေ,2
1169,တွင်,သေကြောင်းကြံ,2
1170,တွင်,သေးငယ်,2
1171,တွင်,အကျိုးရှိ,2
1172,တွင်,အကြံပြု,2
1173,တွင်,အကြံပေး,2
1174,တွင်,အက်ကွဲ,2
1175,တွင်,အချက်ပြ,2
1176,တွင်,အစပျိုး,2
1177,တွင်,အဆင်မပြေ,2
1178,တွင်,အဆင်သင့်,2
1179,တွင်,အဆိုပြု,2
1180,တွင်,အဆုံးစီရင်,2
1181,တွင်,အဆုံးဖြတ်ပေး,2
1182,တွင်,အပစ်ခံ,2
1183,တွင်,အပ်နှံ,2
1184,တွင်,အရည်ပျော်သွား,2
1185,တွင်,အရွေးခံ,2
1186,တွင်,အလှည့်ကျ,2
1187,တွင်,အလဲထိုး,2
1188,တွင်,အသရေဖျက်,2
